subject_id,scenario_label,intimacy_condition,reward_condition,action_0,action_1,action_2,action_3
be4e7694-2ba4-5f8e-8520-ccad5ed396c7,gossip,50,low,0.34,0.35,0.17,0.14
be4e7694-2ba4-5f8e-8520-ccad5ed396c7,payment,0,high,0.58,0.24,0.15,0.03
be4e7694-2ba4-5f8e-8520-ccad5ed396c7,home,50,low,0.48,0.29,0.15,0.08
be4e7694-2ba4-5f8e-8520-ccad5ed396c7,locker-room,0,low,0.3,0.43,0.22,0.05
be4e7694-2ba4-5f8e-8520-ccad5ed396c7,sleeping-bag,100,high,0.51,0.2,0.15,0.14
be4e7694-2ba4-5f8e-8520-ccad5ed396c7,towel,75,low,0.46,0.01,0.38,0.15
be4e7694-2ba4-5f8e-8520-ccad5ed396c7,sunscreen,100,low,0.24,0.12,0.17,0.47
be4e7694-2ba4-5f8e-8520-ccad5ed396c7,harmonica,75,high,0.52,0.18,0.29,0.01
be4e7694-2ba4-5f8e-8520-ccad5ed396c7,breakup,0,high,0.37,0.22,0.28,0.13
be4e7694-2ba4-5f8e-8520-ccad5ed396c7,sauna,0,low,0.45,0.39,0.16,0
be4e7694-2ba4-5f8e-8520-ccad5ed396c7,chapstick,50,high,0.28,0.06,0.28,0.38
be4e7694-2ba4-5f8e-8520-ccad5ed396c7,hairbrush,75,high,0.07,0.31,0.22,0.4
be4e7694-2ba4-5f8e-8520-ccad5ed396c7,navigation,50,high,0.09,0.39,0.19,0.33
62300955-42a5-5d2d-914c-9d1d01f9a0a1,sauna,50,high,0.01,0.01,0.33,0.65
62300955-42a5-5d2d-914c-9d1d01f9a0a1,home,75,high,0,0.08,0.35,0.57
62300955-42a5-5d2d-914c-9d1d01f9a0a1,sleeping-bag,50,low,0.46,0.51,0.03,0
62300955-42a5-5d2d-914c-9d1d01f9a0a1,gossip,75,high,0.04,0.42,0.33,0.21
62300955-42a5-5d2d-914c-9d1d01f9a0a1,sunscreen,0,high,0.97,0.03,0,0
62300955-42a5-5d2d-914c-9d1d01f9a0a1,hat,100,high,0.07,0.3,0.37,0.26
62300955-42a5-5d2d-914c-9d1d01f9a0a1,towel,100,high,0.01,0.05,0.29,0.65
62300955-42a5-5d2d-914c-9d1d01f9a0a1,harmonica,0,low,0.69,0.14,0.17,0
62300955-42a5-5d2d-914c-9d1d01f9a0a1,payment,75,low,0.64,0.1,0.07,0.19
62300955-42a5-5d2d-914c-9d1d01f9a0a1,navigation,100,low,1,0,0,0
62300955-42a5-5d2d-914c-9d1d01f9a0a1,bed,50,low,0.97,0.03,0,0
62300955-42a5-5d2d-914c-9d1d01f9a0a1,hairbrush,0,low,1,0,0,0
62300955-42a5-5d2d-914c-9d1d01f9a0a1,locker-room,50,high,0.8,0.2,0,0
62300955-42a5-5d2d-914c-9d1d01f9a0a1,blanket,0,high,0.97,0.03,0,0
62300955-42a5-5d2d-914c-9d1d01f9a0a1,breakup,75,low,0.1,0.81,0.09,0
62300955-42a5-5d2d-914c-9d1d01f9a0a1,chapstick,100,low,0.08,0.05,0.45,0.42
d696d64e-5490-5cb2-97b1-454e69f9fcb8,hairbrush,75,low,0.33,0.21,0.27,0.19
d696d64e-5490-5cb2-97b1-454e69f9fcb8,gossip,50,low,0.22,0.28,0.34,0.16
d696d64e-5490-5cb2-97b1-454e69f9fcb8,bed,100,high,0.19,0.15,0.32,0.34
d696d64e-5490-5cb2-97b1-454e69f9fcb8,payment,0,high,0.3,0.38,0.16,0.16
d696d64e-5490-5cb2-97b1-454e69f9fcb8,breakup,50,low,0.18,0.36,0.35,0.11
d696d64e-5490-5cb2-97b1-454e69f9fcb8,blanket,100,low,0.05,0.11,0.36,0.48
d696d64e-5490-5cb2-97b1-454e69f9fcb8,harmonica,0,high,0.59,0.21,0.1,0.1
d696d64e-5490-5cb2-97b1-454e69f9fcb8,chapstick,0,low,0.44,0.31,0.19,0.06
d696d64e-5490-5cb2-97b1-454e69f9fcb8,sleeping-bag,75,high,0.11,0.13,0.27,0.49
d696d64e-5490-5cb2-97b1-454e69f9fcb8,hat,50,high,0.07,0.36,0.3,0.27
d696d64e-5490-5cb2-97b1-454e69f9fcb8,sunscreen,75,high,0.12,0.33,0.12,0.43
d696d64e-5490-5cb2-97b1-454e69f9fcb8,towel,0,low,0.51,0.13,0.28,0.08
d696d64e-5490-5cb2-97b1-454e69f9fcb8,locker-room,100,high,0.04,0.1,0.36,0.5
d696d64e-5490-5cb2-97b1-454e69f9fcb8,navigation,75,low,0.46,0.24,0.18,0.12
d696d64e-5490-5cb2-97b1-454e69f9fcb8,sauna,50,high,0.06,0.07,0.46,0.41
d696d64e-5490-5cb2-97b1-454e69f9fcb8,home,100,low,0.4,0.3,0.25,0.05
65cee937-8ec0-521f-ac2d-7d8f08423bad,towel,50,high,0.11,0.38,0.18,0.33
65cee937-8ec0-521f-ac2d-7d8f08423bad,sleeping-bag,100,low,0.02,0.11,0.25,0.62
65cee937-8ec0-521f-ac2d-7d8f08423bad,navigation,50,low,0.02,0.39,0.44,0.15
65cee937-8ec0-521f-ac2d-7d8f08423bad,bed,100,low,0.01,0.1,0.1,0.79
65cee937-8ec0-521f-ac2d-7d8f08423bad,breakup,0,low,0.77,0.11,0.1,0.02
65cee937-8ec0-521f-ac2d-7d8f08423bad,payment,0,low,0.59,0.34,0.05,0.02
65cee937-8ec0-521f-ac2d-7d8f08423bad,home,0,high,0.39,0.22,0.38,0.01
65cee937-8ec0-521f-ac2d-7d8f08423bad,sunscreen,75,high,0.06,0.29,0.43,0.22
65cee937-8ec0-521f-ac2d-7d8f08423bad,chapstick,50,low,0.14,0.27,0.5,0.09
65cee937-8ec0-521f-ac2d-7d8f08423bad,blanket,75,high,0.11,0.15,0.45,0.29
65cee937-8ec0-521f-ac2d-7d8f08423bad,hairbrush,75,low,0.14,0.05,0.68,0.13
65cee937-8ec0-521f-ac2d-7d8f08423bad,gossip,0,high,0.24,0.39,0.25,0.12
65cee937-8ec0-521f-ac2d-7d8f08423bad,hat,50,high,0.26,0.47,0.14,0.13
65cee937-8ec0-521f-ac2d-7d8f08423bad,locker-room,100,high,0.05,0.05,0.04,0.86
65cee937-8ec0-521f-ac2d-7d8f08423bad,sauna,100,high,0.05,0.16,0.35,0.44
65cee937-8ec0-521f-ac2d-7d8f08423bad,harmonica,75,low,0.22,0.22,0.51,0.05
df3fecb8-9f26-5077-b1c8-554912d103c9,hairbrush,75,high,0.1,0.15,0.4,0.35
df3fecb8-9f26-5077-b1c8-554912d103c9,gossip,50,high,0.18,0.34,0.29,0.19
df3fecb8-9f26-5077-b1c8-554912d103c9,locker-room,0,low,0.2,0.31,0.33,0.32
df3fecb8-9f26-5077-b1c8-554912d103c9,bed,0,low,0.22,0.14,0.25,0.55
df3fecb8-9f26-5077-b1c8-554912d103c9,sleeping-bag,100,low,0.37,0.35,0.34,0.09
df3fecb8-9f26-5077-b1c8-554912d103c9,chapstick,0,high,0.41,0.34,0.47,0.25
df3fecb8-9f26-5077-b1c8-554912d103c9,breakup,50,high,0.17,0.38,0.36,0.34
df3fecb8-9f26-5077-b1c8-554912d103c9,harmonica,50,low,0.33,0.19,0.37,0.24
df3fecb8-9f26-5077-b1c8-554912d103c9,sunscreen,100,low,0.2,0.46,0.3,0.34
df3fecb8-9f26-5077-b1c8-554912d103c9,sauna,75,low,0.19,0.37,0.29,0.28
df3fecb8-9f26-5077-b1c8-554912d103c9,home,100,high,0.36,0.06,0.46,0.08
df3fecb8-9f26-5077-b1c8-554912d103c9,blanket,100,high,0.17,0.35,0.38,0.49
df3fecb8-9f26-5077-b1c8-554912d103c9,hat,75,low,0.29,0.41,0.61,0.5
df3fecb8-9f26-5077-b1c8-554912d103c9,navigation,75,high,0.15,0.1,0.58,0.52
df3fecb8-9f26-5077-b1c8-554912d103c9,payment,50,low,0.08,0.27,0.27,0.38
df3fecb8-9f26-5077-b1c8-554912d103c9,towel,0,high,0.16,0.47,0.52,0.35
6389b091-156f-5161-b52d-cf810f06fe43,hairbrush,0,low,0.88,0.04,0.04,0.04
6389b091-156f-5161-b52d-cf810f06fe43,locker-room,50,high,0.07,0.07,0.07,0.79
6389b091-156f-5161-b52d-cf810f06fe43,towel,100,high,0.06,0.06,0.06,0.82
6389b091-156f-5161-b52d-cf810f06fe43,bed,50,high,0.09,0.09,0.38,0.44
6389b091-156f-5161-b52d-cf810f06fe43,blanket,50,low,0.17,0.17,0.33,0.33
6389b091-156f-5161-b52d-cf810f06fe43,hat,0,low,0.85,0.05,0.05,0.05
6389b091-156f-5161-b52d-cf810f06fe43,home,100,low,0.26,0.21,0.24,0.29
6389b091-156f-5161-b52d-cf810f06fe43,chapstick,100,high,0.07,0.07,0.07,0.79
6389b091-156f-5161-b52d-cf810f06fe43,sauna,75,low,0.11,0.13,0.11,0.65
6389b091-156f-5161-b52d-cf810f06fe43,payment,75,high,0.11,0.11,0.41,0.37
6389b091-156f-5161-b52d-cf810f06fe43,navigation,100,low,0.73,0.09,0.09,0.09
6389b091-156f-5161-b52d-cf810f06fe43,harmonica,0,high,0.15,0.77,0.05,0.03
6389b091-156f-5161-b52d-cf810f06fe43,gossip,75,high,0.1,0.1,0.52,0.28
6389b091-156f-5161-b52d-cf810f06fe43,breakup,75,low,0.1,0.53,0.27,0.1
6389b091-156f-5161-b52d-cf810f06fe43,sleeping-bag,50,low,0.52,0.16,0.16,0.16
6389b091-156f-5161-b52d-cf810f06fe43,sunscreen,0,high,0.04,0.88,0.04,0.04
5f70cbd5-2cc1-521e-9464-87016bc694c8,hat,100,high,0,0,0,1
5f70cbd5-2cc1-521e-9464-87016bc694c8,bed,50,low,1,0,0,0
5f70cbd5-2cc1-521e-9464-87016bc694c8,blanket,0,high,0.51,0.49,0,0
5f70cbd5-2cc1-521e-9464-87016bc694c8,hairbrush,100,high,0,1,0,0
5f70cbd5-2cc1-521e-9464-87016bc694c8,breakup,50,high,0,0,0,1
5f70cbd5-2cc1-521e-9464-87016bc694c8,chapstick,100,low,0,1,0,0
5f70cbd5-2cc1-521e-9464-87016bc694c8,home,75,high,0,1,0,0
5f70cbd5-2cc1-521e-9464-87016bc694c8,harmonica,0,low,1,0,0,0
5f70cbd5-2cc1-521e-9464-87016bc694c8,sauna,50,high,0,0,1,0
5f70cbd5-2cc1-521e-9464-87016bc694c8,navigation,75,high,0,0.5,0,0.5
5f70cbd5-2cc1-521e-9464-87016bc694c8,gossip,75,low,0.27,0.25,0.24,0.24
5f70cbd5-2cc1-521e-9464-87016bc694c8,locker-room,50,low,0.25,0.25,0.25,0.25
5f70cbd5-2cc1-521e-9464-87016bc694c8,sleeping-bag,0,high,0.25,0.25,0.25,0.25
5f70cbd5-2cc1-521e-9464-87016bc694c8,payment,75,low,0.23,0.23,0.26,0.28
5f70cbd5-2cc1-521e-9464-87016bc694c8,towel,100,low,0,0.55,0,0.45
5f70cbd5-2cc1-521e-9464-87016bc694c8,sunscreen,0,low,0.28,0.24,0.24,0.24
367dcae5-5607-5a12-a236-2b4a06b8efef,home,0,low,0.88,0.12,0,0
367dcae5-5607-5a12-a236-2b4a06b8efef,navigation,0,high,0.07,0.47,0.28,0.18
367dcae5-5607-5a12-a236-2b4a06b8efef,locker-room,100,low,0.25,0.3,0.21,0.24
367dcae5-5607-5a12-a236-2b4a06b8efef,gossip,0,low,0.71,0.11,0.08,0.1
367dcae5-5607-5a12-a236-2b4a06b8efef,towel,50,low,1,0,0,0
367dcae5-5607-5a12-a236-2b4a06b8efef,blanket,75,low,0.4,0.32,0.12,0.16
367dcae5-5607-5a12-a236-2b4a06b8efef,harmonica,50,high,0.93,0.07,0,0
367dcae5-5607-5a12-a236-2b4a06b8efef,payment,100,high,0.31,0.22,0.16,0.31
367dcae5-5607-5a12-a236-2b4a06b8efef,sleeping-bag,75,high,0.09,0.75,0.11,0.05
367dcae5-5607-5a12-a236-2b4a06b8efef,bed,75,high,0.72,0.14,0.14,0
367dcae5-5607-5a12-a236-2b4a06b8efef,hairbrush,50,high,0.26,0.31,0.24,0.19
367dcae5-5607-5a12-a236-2b4a06b8efef,chapstick,0,high,0.78,0.13,0.09,0
367dcae5-5607-5a12-a236-2b4a06b8efef,breakup,100,high,0.02,0.02,0.04,0.92
367dcae5-5607-5a12-a236-2b4a06b8efef,hat,50,low,0.73,0.23,0.02,0.02
367dcae5-5607-5a12-a236-2b4a06b8efef,sunscreen,75,low,0.03,0.42,0.23,0.32
367dcae5-5607-5a12-a236-2b4a06b8efef,sauna,100,low,0.89,0,0.05,0.06
e7625797-0ff1-538c-ba19-4e74b90e962a,gossip,50,low,0.36,0.56,0.04,0.04
e7625797-0ff1-538c-ba19-4e74b90e962a,locker-room,0,low,0.65,0.27,0.06,0.02
e7625797-0ff1-538c-ba19-4e74b90e962a,breakup,0,high,0.02,0.26,0.65,0.07
e7625797-0ff1-538c-ba19-4e74b90e962a,towel,75,low,0.15,0.15,0.55,0.15
e7625797-0ff1-538c-ba19-4e74b90e962a,chapstick,75,low,0.14,0.14,0.37,0.35
e7625797-0ff1-538c-ba19-4e74b90e962a,navigation,50,high,0.04,0.21,0.43,0.32
e7625797-0ff1-538c-ba19-4e74b90e962a,payment,50,low,0.18,0.3,0.34,0.18
e7625797-0ff1-538c-ba19-4e74b90e962a,sauna,0,high,0.29,0.29,0.38,0.04
e7625797-0ff1-538c-ba19-4e74b90e962a,blanket,100,high,0.02,0.11,0.34,0.53
e7625797-0ff1-538c-ba19-4e74b90e962a,hat,75,high,0.13,0.13,0.34,0.4
e7625797-0ff1-538c-ba19-4e74b90e962a,home,50,high,0.06,0.22,0.5,0.22
e7625797-0ff1-538c-ba19-4e74b90e962a,sleeping-bag,100,high,0.01,0.06,0.25,0.68
e7625797-0ff1-538c-ba19-4e74b90e962a,hairbrush,75,high,0.09,0.19,0.53,0.19
e7625797-0ff1-538c-ba19-4e74b90e962a,sunscreen,100,low,0.05,0.14,0.32,0.49
e7625797-0ff1-538c-ba19-4e74b90e962a,harmonica,100,low,0.01,0.17,0.26,0.56
e7625797-0ff1-538c-ba19-4e74b90e962a,bed,0,low,0.63,0.27,0.07,0.03
d2da222a-c4b1-55f3-aff3-17816acf30c4,payment,50,high,0.53,0.25,0.07,0.15
d2da222a-c4b1-55f3-aff3-17816acf30c4,gossip,50,high,0.12,0.24,0.41,0.23
d2da222a-c4b1-55f3-aff3-17816acf30c4,towel,75,high,0.09,0.46,0.2,0.25
d2da222a-c4b1-55f3-aff3-17816acf30c4,bed,0,high,0.87,0.04,0.09,0
d2da222a-c4b1-55f3-aff3-17816acf30c4,blanket,0,low,0.13,0.56,0.25,0.06
d2da222a-c4b1-55f3-aff3-17816acf30c4,harmonica,100,high,0.11,0.27,0.43,0.19
d2da222a-c4b1-55f3-aff3-17816acf30c4,breakup,50,low,0.32,0.42,0.25,0.01
d2da222a-c4b1-55f3-aff3-17816acf30c4,sauna,50,low,0.23,0.54,0.23,0
d2da222a-c4b1-55f3-aff3-17816acf30c4,home,75,low,0.64,0.23,0.1,0.03
d2da222a-c4b1-55f3-aff3-17816acf30c4,hat,100,low,0.11,0.4,0.32,0.17
d2da222a-c4b1-55f3-aff3-17816acf30c4,navigation,75,low,0.23,0.42,0.12,0.23
d2da222a-c4b1-55f3-aff3-17816acf30c4,sunscreen,100,high,0,0.24,0.33,0.43
d2da222a-c4b1-55f3-aff3-17816acf30c4,sleeping-bag,0,low,0.14,0.4,0.33,0.13
d2da222a-c4b1-55f3-aff3-17816acf30c4,chapstick,75,high,0.2,0.46,0.27,0.07
d2da222a-c4b1-55f3-aff3-17816acf30c4,locker-room,0,high,0.11,0.27,0.46,0.16
d2da222a-c4b1-55f3-aff3-17816acf30c4,hairbrush,100,low,0.05,0.28,0.44,0.23
8f3ed398-3a66-5497-9967-5e3d1a46068d,chapstick,0,high,0.88,0.04,0.04,0.04
8f3ed398-3a66-5497-9967-5e3d1a46068d,home,0,low,0.68,0.13,0.11,0.08
8f3ed398-3a66-5497-9967-5e3d1a46068d,hairbrush,50,low,0.24,0.21,0.21,0.34
8f3ed398-3a66-5497-9967-5e3d1a46068d,gossip,100,high,0.15,0.26,0.25,0.34
8f3ed398-3a66-5497-9967-5e3d1a46068d,locker-room,75,high,0.28,0.3,0.39,0.03
8f3ed398-3a66-5497-9967-5e3d1a46068d,towel,0,high,0.94,0,0.06,0
8f3ed398-3a66-5497-9967-5e3d1a46068d,bed,75,high,0.13,0.21,0.62,0.04
8f3ed398-3a66-5497-9967-5e3d1a46068d,payment,100,high,0,0.24,0.25,0.51
8f3ed398-3a66-5497-9967-5e3d1a46068d,harmonica,50,high,0.1,0.3,0.55,0.05
8f3ed398-3a66-5497-9967-5e3d1a46068d,navigation,0,low,0.73,0.04,0.06,0.17
8f3ed398-3a66-5497-9967-5e3d1a46068d,hat,50,low,0.14,0.2,0.58,0.08
8f3ed398-3a66-5497-9967-5e3d1a46068d,blanket,75,low,0.48,0.33,0.13,0.06
8f3ed398-3a66-5497-9967-5e3d1a46068d,sauna,100,low,0.14,0.17,0.51,0.18
8f3ed398-3a66-5497-9967-5e3d1a46068d,breakup,100,low,0.12,0.3,0.29,0.29
8f3ed398-3a66-5497-9967-5e3d1a46068d,sleeping-bag,75,low,0.2,0.36,0.35,0.09
8f3ed398-3a66-5497-9967-5e3d1a46068d,sunscreen,50,high,0.03,0.53,0.22,0.22
ad0329d1-8f33-559a-9f00-9c08bf0f8aab,hat,100,low,0.49,0.17,0.17,0.17
ad0329d1-8f33-559a-9f00-9c08bf0f8aab,hairbrush,100,high,0,0.1,0.12,0.78
ad0329d1-8f33-559a-9f00-9c08bf0f8aab,locker-room,50,low,0.44,0.45,0.07,0.04
ad0329d1-8f33-559a-9f00-9c08bf0f8aab,harmonica,100,high,0.45,0.49,0.03,0.03
ad0329d1-8f33-559a-9f00-9c08bf0f8aab,navigation,75,high,0.09,0.42,0.31,0.18
ad0329d1-8f33-559a-9f00-9c08bf0f8aab,sleeping-bag,0,high,0.57,0.4,0.01,0.02
ad0329d1-8f33-559a-9f00-9c08bf0f8aab,breakup,50,high,0.05,0.19,0.45,0.31
ad0329d1-8f33-559a-9f00-9c08bf0f8aab,gossip,75,low,0.3,0.5,0.1,0.1
ad0329d1-8f33-559a-9f00-9c08bf0f8aab,home,75,low,0.23,0.37,0.35,0.05
ad0329d1-8f33-559a-9f00-9c08bf0f8aab,sauna,50,low,0.44,0.02,0.47,0.07
ad0329d1-8f33-559a-9f00-9c08bf0f8aab,payment,50,high,0.19,0.5,0.21,0.1
ad0329d1-8f33-559a-9f00-9c08bf0f8aab,chapstick,75,high,0.03,0.33,0.32,0.32
ad0329d1-8f33-559a-9f00-9c08bf0f8aab,blanket,0,low,1,0,0,0
ad0329d1-8f33-559a-9f00-9c08bf0f8aab,bed,0,high,0.5,0.25,0.25,0
ad0329d1-8f33-559a-9f00-9c08bf0f8aab,sunscreen,0,low,0.74,0.24,0.02,0
ad0329d1-8f33-559a-9f00-9c08bf0f8aab,towel,100,low,0.04,0,0.45,0.51
fd63c71e-7a9e-528a-88d0-0176756077e0,chapstick,100,high,0.75,0.15,0.05,0.05
fd63c71e-7a9e-528a-88d0-0176756077e0,sleeping-bag,75,low,0.5,0.25,0.15,0.1
fd63c71e-7a9e-528a-88d0-0176756077e0,locker-room,100,low,0.85,0.1,0.03,0.02
fd63c71e-7a9e-528a-88d0-0176756077e0,harmonica,0,low,0.8,0.15,0.04,0.01
fd63c71e-7a9e-528a-88d0-0176756077e0,blanket,75,high,0.65,0.25,0.07,0.03
fd63c71e-7a9e-528a-88d0-0176756077e0,navigation,50,high,0.5,0.35,0.1,0.05
fd63c71e-7a9e-528a-88d0-0176756077e0,sauna,50,low,0.75,0.15,0.08,0.02
fd63c71e-7a9e-528a-88d0-0176756077e0,breakup,0,high,0.5,0.35,0.13,0.02
fd63c71e-7a9e-528a-88d0-0176756077e0,sunscreen,75,low,0.6,0.2,0.15,0.05
fd63c71e-7a9e-528a-88d0-0176756077e0,gossip,0,high,0.7,0.2,0.09,0.01
fd63c71e-7a9e-528a-88d0-0176756077e0,bed,100,low,0.85,0.1,0.03,0.02
fd63c71e-7a9e-528a-88d0-0176756077e0,towel,100,high,0.7,0.25,0.04,0.01
fd63c71e-7a9e-528a-88d0-0176756077e0,hairbrush,50,high,0.5,0.25,0.15,0.1
fd63c71e-7a9e-528a-88d0-0176756077e0,hat,50,low,0.65,0.2,0.12,0.03
fd63c71e-7a9e-528a-88d0-0176756077e0,home,75,high,0.55,0.25,0.15,0.05
fd63c71e-7a9e-528a-88d0-0176756077e0,payment,0,low,0.9,0.08,0.01,0.01
15e4b468-56da-5152-a637-1f11b624f2e9,harmonica,100,low,0.26,0,0.06,0.68
15e4b468-56da-5152-a637-1f11b624f2e9,hat,75,high,0.04,0.24,0.31,0.41
15e4b468-56da-5152-a637-1f11b624f2e9,hairbrush,100,low,0,0.33,0.33,0.34
15e4b468-56da-5152-a637-1f11b624f2e9,locker-room,0,high,1,0,0,0
15e4b468-56da-5152-a637-1f11b624f2e9,bed,0,low,1,0,0,0
15e4b468-56da-5152-a637-1f11b624f2e9,sauna,0,high,0.46,0,0.47,0.07
15e4b468-56da-5152-a637-1f11b624f2e9,chapstick,75,low,0.25,0.28,0.35,0.12
15e4b468-56da-5152-a637-1f11b624f2e9,payment,50,low,0.5,0.18,0.14,0.18
15e4b468-56da-5152-a637-1f11b624f2e9,breakup,50,low,0.61,0.19,0,0.2
15e4b468-56da-5152-a637-1f11b624f2e9,towel,75,high,0.25,0.35,0.32,0.08
15e4b468-56da-5152-a637-1f11b624f2e9,blanket,100,high,0,0.08,0.44,0.48
15e4b468-56da-5152-a637-1f11b624f2e9,sleeping-bag,0,low,1,0,0,0
15e4b468-56da-5152-a637-1f11b624f2e9,navigation,75,low,0.07,0.27,0.37,0.29
15e4b468-56da-5152-a637-1f11b624f2e9,gossip,50,high,0.28,0.28,0.44,0
15e4b468-56da-5152-a637-1f11b624f2e9,sunscreen,100,high,0,0.06,0.4,0.54
15e4b468-56da-5152-a637-1f11b624f2e9,home,50,high,0.48,0.25,0.27,0
