subject_id,scenario_label,intimacy,motivation,action,p_action,intimacy_scaled,reward_condition,scenario_idx,pred_access_full_gamma,pred_access_full_typed_gamma,pred_access_full_gamma_alpha,pred_access_full_gamma_vpow
15e4b468-56da-5152-a637-1f11b624f2e9,towel,75,high,2,0.32,0.75,1,15,0.25102514,0.25045317,0.25133154,0.23644279
15e4b468-56da-5152-a637-1f11b624f2e9,towel,75,high,3,0.08,0.75,1,15,0.24843015,0.24668007,0.24912919,0.26103264
367dcae5-5607-5a12-a236-2b4a06b8efef,bed,75,high,0,0.72,0.75,1,0,0.19546765,0.19652571,0.19396739,0.21123792
367dcae5-5607-5a12-a236-2b4a06b8efef,bed,75,high,1,0.14,0.75,1,0,0.24559543,0.2455964,0.24519882,0.22705637
367dcae5-5607-5a12-a236-2b4a06b8efef,bed,75,high,2,0.14,0.75,1,0,0.277786,0.27766085,0.2783918,0.2726694
367dcae5-5607-5a12-a236-2b4a06b8efef,bed,75,high,3,0.0,0.75,1,0,0.28115094,0.28021702,0.282442,0.2890363
367dcae5-5607-5a12-a236-2b4a06b8efef,blanket,75,low,0,0.4,0.75,0,1,0.28380778,0.2855855,0.28357956,0.2922485
367dcae5-5607-5a12-a236-2b4a06b8efef,blanket,75,low,1,0.32,0.75,0,1,0.2522979,0.25295976,0.25185767,0.2574405
367dcae5-5607-5a12-a236-2b4a06b8efef,blanket,75,low,2,0.12,0.75,0,1,0.23673438,0.23596065,0.23689073,0.23303674
367dcae5-5607-5a12-a236-2b4a06b8efef,blanket,75,low,3,0.16,0.75,0,1,0.22715989,0.22549403,0.22767207,0.21727428
367dcae5-5607-5a12-a236-2b4a06b8efef,breakup,100,high,0,0.02,1.0,1,2,0.19177578,0.19187546,0.19099353,0.19160055
367dcae5-5607-5a12-a236-2b4a06b8efef,breakup,100,high,1,0.02,1.0,1,2,0.22375025,0.22390045,0.22335434,0.23864841
367dcae5-5607-5a12-a236-2b4a06b8efef,breakup,100,high,2,0.04,1.0,1,2,0.31074786,0.3111528,0.31175038,0.29204455
367dcae5-5607-5a12-a236-2b4a06b8efef,breakup,100,high,3,0.92,1.0,1,2,0.27372614,0.27307126,0.27390176,0.2777065
367dcae5-5607-5a12-a236-2b4a06b8efef,chapstick,0,high,0,0.78,0.0,1,3,0.4633781,0.47547835,0.46101487,0.47937527
367dcae5-5607-5a12-a236-2b4a06b8efef,chapstick,0,high,1,0.13,0.0,1,3,0.30172145,0.29992396,0.30234608,0.28597742
367dcae5-5607-5a12-a236-2b4a06b8efef,chapstick,0,high,2,0.09,0.0,1,3,0.14275105,0.1374547,0.1436747,0.14235577
367dcae5-5607-5a12-a236-2b4a06b8efef,chapstick,0,high,3,0.0,0.0,1,3,0.09214939,0.08714301,0.092964344,0.09229153
367dcae5-5607-5a12-a236-2b4a06b8efef,gossip,0,low,0,0.71,0.0,0,4,0.5684264,0.5518067,0.56899905,0.57836086
367dcae5-5607-5a12-a236-2b4a06b8efef,gossip,0,low,1,0.11,0.0,0,4,0.3053371,0.30836543,0.30524865,0.2872331
367dcae5-5607-5a12-a236-2b4a06b8efef,gossip,0,low,2,0.08,0.0,0,4,0.08997974,0.098086156,0.08969991,0.09859536
367dcae5-5607-5a12-a236-2b4a06b8efef,gossip,0,low,3,0.1,0.0,0,4,0.036256865,0.04174174,0.036052372,0.03581071
367dcae5-5607-5a12-a236-2b4a06b8efef,hairbrush,50,high,0,0.26,0.5,1,5,0.24310046,0.24601492,0.24151413,0.2609533
367dcae5-5607-5a12-a236-2b4a06b8efef,hairbrush,50,high,1,0.31,0.5,1,5,0.28094515,0.28232118,0.2799106,0.2851407
367dcae5-5607-5a12-a236-2b4a06b8efef,hairbrush,50,high,2,0.24,0.5,1,5,0.26529682,0.2646184,0.26588255,0.25954586
367dcae5-5607-5a12-a236-2b4a06b8efef,hairbrush,50,high,3,0.19,0.5,1,5,0.21065757,0.2070456,0.21269272,0.19436017
367dcae5-5607-5a12-a236-2b4a06b8efef,harmonica,50,high,0,0.93,0.5,1,6,0.21066564,0.21353059,0.20848162,0.19663203
367dcae5-5607-5a12-a236-2b4a06b8efef,harmonica,50,high,1,0.07,0.5,1,6,0.2662669,0.26713055,0.26542184,0.25720182
367dcae5-5607-5a12-a236-2b4a06b8efef,harmonica,50,high,2,0.0,0.5,1,6,0.2825976,0.28256774,0.28308377,0.28877652
367dcae5-5607-5a12-a236-2b4a06b8efef,harmonica,50,high,3,0.0,0.5,1,6,0.24046993,0.23677114,0.24301271,0.25738966
367dcae5-5607-5a12-a236-2b4a06b8efef,hat,50,low,0,0.73,0.5,0,7,0.27053034,0.27300566,0.2696854,0.27618253
367dcae5-5607-5a12-a236-2b4a06b8efef,hat,50,low,1,0.23,0.5,0,7,0.28038535,0.2808034,0.28051093,0.2792195
367dcae5-5607-5a12-a236-2b4a06b8efef,hat,50,low,2,0.02,0.5,0,7,0.26973343,0.27053726,0.26889685,0.27716178
367dcae5-5607-5a12-a236-2b4a06b8efef,hat,50,low,3,0.02,0.5,0,7,0.17935094,0.17565367,0.18090685,0.16743618
367dcae5-5607-5a12-a236-2b4a06b8efef,home,0,low,0,0.88,0.0,0,8,0.6044116,0.5925936,0.6070314,0.5947951
367dcae5-5607-5a12-a236-2b4a06b8efef,home,0,low,1,0.12,0.0,0,8,0.19724393,0.1960051,0.19537853,0.2014738
367dcae5-5607-5a12-a236-2b4a06b8efef,home,0,low,2,0.0,0.0,0,8,0.15098187,0.15671958,0.15026198,0.15970884
367dcae5-5607-5a12-a236-2b4a06b8efef,home,0,low,3,0.0,0.0,0,8,0.047362626,0.054681633,0.047327984,0.044022292
367dcae5-5607-5a12-a236-2b4a06b8efef,locker-room,100,low,0,0.25,1.0,0,9,0.23466483,0.23418413,0.2343483,0.22824976
367dcae5-5607-5a12-a236-2b4a06b8efef,locker-room,100,low,1,0.3,1.0,0,9,0.26142937,0.26143187,0.26159704,0.25688663
367dcae5-5607-5a12-a236-2b4a06b8efef,locker-room,100,low,2,0.21,1.0,0,9,0.26645997,0.2665594,0.2667246,0.262301
367dcae5-5607-5a12-a236-2b4a06b8efef,locker-room,100,low,3,0.24,1.0,0,9,0.23744582,0.23782457,0.23733008,0.25256264
367dcae5-5607-5a12-a236-2b4a06b8efef,navigation,0,high,0,0.07,0.0,1,10,0.4557364,0.4273537,0.4529395,0.4373581
367dcae5-5607-5a12-a236-2b4a06b8efef,navigation,0,high,1,0.47,0.0,1,10,0.31892887,0.3235443,0.32029697,0.32170925
367dcae5-5607-5a12-a236-2b4a06b8efef,navigation,0,high,2,0.28,0.0,1,10,0.1357371,0.14779972,0.13652357,0.14390421
367dcae5-5607-5a12-a236-2b4a06b8efef,navigation,0,high,3,0.18,0.0,1,10,0.089597635,0.10130233,0.09023995,0.09702842
367dcae5-5607-5a12-a236-2b4a06b8efef,payment,100,high,0,0.31,1.0,1,11,0.15761784,0.1575305,0.1564645,0.14539629
367dcae5-5607-5a12-a236-2b4a06b8efef,payment,100,high,1,0.22,1.0,1,11,0.2721815,0.27192754,0.27236912,0.28523022
367dcae5-5607-5a12-a236-2b4a06b8efef,payment,100,high,2,0.16,1.0,1,11,0.26832032,0.2682382,0.26848015,0.2604881
367dcae5-5607-5a12-a236-2b4a06b8efef,payment,100,high,3,0.31,1.0,1,11,0.30188033,0.30230376,0.3026862,0.3088854
367dcae5-5607-5a12-a236-2b4a06b8efef,sauna,100,low,0,0.89,1.0,0,12,0.38332516,0.3841652,0.3856593,0.39744395
367dcae5-5607-5a12-a236-2b4a06b8efef,sauna,100,low,1,0.0,1.0,0,12,0.22772105,0.227331,0.22717704,0.22550084
367dcae5-5607-5a12-a236-2b4a06b8efef,sauna,100,low,2,0.05,1.0,0,12,0.20314918,0.20285234,0.20233048,0.21029657
367dcae5-5607-5a12-a236-2b4a06b8efef,sauna,100,low,3,0.06,1.0,0,12,0.18580464,0.18565147,0.18483321,0.16675863
367dcae5-5607-5a12-a236-2b4a06b8efef,sleeping-bag,75,high,0,0.09,0.75,1,13,0.19220091,0.19341041,0.19073184,0.19807364
367dcae5-5607-5a12-a236-2b4a06b8efef,sleeping-bag,75,high,1,0.75,0.75,1,13,0.2804837,0.28132185,0.28056496,0.26407674
367dcae5-5607-5a12-a236-2b4a06b8efef,sleeping-bag,75,high,2,0.11,0.75,1,13,0.2826234,0.28229395,0.2834421,0.28277904
367dcae5-5607-5a12-a236-2b4a06b8efef,sleeping-bag,75,high,3,0.05,0.75,1,13,0.244692,0.2429738,0.2452611,0.2550706
367dcae5-5607-5a12-a236-2b4a06b8efef,sunscreen,75,low,0,0.03,0.75,0,14,0.21066958,0.2116532,0.20963179,0.22157872
367dcae5-5607-5a12-a236-2b4a06b8efef,sunscreen,75,low,1,0.42,0.75,0,14,0.2925483,0.29371384,0.2927062,0.27968952
367dcae5-5607-5a12-a236-2b4a06b8efef,sunscreen,75,low,2,0.23,0.75,0,14,0.26731423,0.2670832,0.26764315,0.2651665
367dcae5-5607-5a12-a236-2b4a06b8efef,sunscreen,75,low,3,0.32,0.75,0,14,0.22946788,0.22754982,0.23001887,0.23356523
367dcae5-5607-5a12-a236-2b4a06b8efef,towel,50,low,0,1.0,0.5,0,15,0.3304968,0.33501223,0.3294134,0.33793098
367dcae5-5607-5a12-a236-2b4a06b8efef,towel,50,low,1,0.0,0.5,0,15,0.2913541,0.29273325,0.2911472,0.28885478
367dcae5-5607-5a12-a236-2b4a06b8efef,towel,50,low,2,0.0,0.5,0,15,0.20698197,0.20479068,0.20746283,0.2043336
367dcae5-5607-5a12-a236-2b4a06b8efef,towel,50,low,3,0.0,0.5,0,15,0.17116712,0.16746382,0.1719766,0.16888069
40bd5b02-b879-5f02-8ba6-1776564b4b04,bed,100,low,0,0.0,1.0,0,0,0.2618546,0.2620625,0.2620695,0.26171654
40bd5b02-b879-5f02-8ba6-1776564b4b04,bed,100,low,1,0.0,1.0,0,0,0.230609,0.23023342,0.23025829,0.2277412
40bd5b02-b879-5f02-8ba6-1776564b4b04,bed,100,low,2,0.5,1.0,0,0,0.25366715,0.25371477,0.25372672,0.2527748
40bd5b02-b879-5f02-8ba6-1776564b4b04,bed,100,low,3,0.5,1.0,0,0,0.25386924,0.2539893,0.2539455,0.25776747
40bd5b02-b879-5f02-8ba6-1776564b4b04,blanket,100,low,0,0.03,1.0,0,1,0.26760522,0.26805466,0.26795703,0.27589294
40bd5b02-b879-5f02-8ba6-1776564b4b04,blanket,100,low,1,0.14,1.0,0,1,0.2432801,0.24324615,0.24317236,0.24856982
40bd5b02-b879-5f02-8ba6-1776564b4b04,blanket,100,low,2,0.31,1.0,0,1,0.24413061,0.24398103,0.24401334,0.24073848
40bd5b02-b879-5f02-8ba6-1776564b4b04,blanket,100,low,3,0.52,1.0,0,1,0.2449841,0.24471813,0.24485725,0.2347988
40bd5b02-b879-5f02-8ba6-1776564b4b04,breakup,50,low,0,0.25,0.5,0,2,0.40690207,0.40398762,0.40744045,0.43060875
40bd5b02-b879-5f02-8ba6-1776564b4b04,breakup,50,low,1,0.59,0.5,0,2,0.31974164,0.31924915,0.32001236,0.2956866
40bd5b02-b879-5f02-8ba6-1776564b4b04,breakup,50,low,2,0.11,0.5,0,2,0.17943308,0.18110068,0.17912231,0.18993418
40bd5b02-b879-5f02-8ba6-1776564b4b04,breakup,50,low,3,0.05,0.5,0,2,0.09392326,0.095662616,0.09342494,0.083770484
40bd5b02-b879-5f02-8ba6-1776564b4b04,chapstick,100,high,0,0.0,1.0,1,3,0.1707859,0.17067738,0.16974956,0.17719729
40bd5b02-b879-5f02-8ba6-1776564b4b04,chapstick,100,high,1,0.06,1.0,1,3,0.24725607,0.24684167,0.24705994,0.2356676
40bd5b02-b879-5f02-8ba6-1776564b4b04,chapstick,100,high,2,0.09,1.0,1,3,0.28173876,0.28181562,0.28216484,0.28336638
40bd5b02-b879-5f02-8ba6-1776564b4b04,chapstick,100,high,3,0.85,1.0,1,3,0.30021927,0.30066532,0.3010257,0.30376875
40bd5b02-b879-5f02-8ba6-1776564b4b04,gossip,0,high,0,0.39,0.0,1,4,0.39091268,0.37128755,0.38878998,0.40471685
40bd5b02-b879-5f02-8ba6-1776564b4b04,gossip,0,high,1,0.47,0.0,1,4,0.3563363,0.35279888,0.35686377,0.33609897
40bd5b02-b879-5f02-8ba6-1776564b4b04,gossip,0,high,2,0.14,0.0,1,4,0.16548002,0.17714629,0.16643,0.16571608
40bd5b02-b879-5f02-8ba6-1776564b4b04,gossip,0,high,3,0.0,0.0,1,4,0.08727103,0.098767266,0.087916285,0.09346814
40bd5b02-b879-5f02-8ba6-1776564b4b04,hairbrush,75,low,0,0.21,0.75,0,5,0.25843117,0.2599163,0.25799385,0.25532517
40bd5b02-b879-5f02-8ba6-1776564b4b04,hairbrush,75,low,1,0.06,0.75,0,5,0.23084676,0.23069273,0.22996207,0.23016436
40bd5b02-b879-5f02-8ba6-1776564b4b04,hairbrush,75,low,2,0.28,0.75,0,5,0.26819208,0.26794344,0.26853493,0.28380293
40bd5b02-b879-5f02-8ba6-1776564b4b04,hairbrush,75,low,3,0.45,0.75,0,5,0.24253002,0.24144754,0.24350914,0.23070754
40bd5b02-b879-5f02-8ba6-1776564b4b04,harmonica,0,low,0,0.45,0.0,0,6,0.4617061,0.47053498,0.46117195,0.47638157
40bd5b02-b879-5f02-8ba6-1776564b4b04,harmonica,0,low,1,0.08,0.0,0,6,0.27987576,0.27849358,0.27969128,0.27798775
40bd5b02-b879-5f02-8ba6-1776564b4b04,harmonica,0,low,2,0.33,0.0,0,6,0.1980652,0.19440313,0.19841172,0.18892084
40bd5b02-b879-5f02-8ba6-1776564b4b04,harmonica,0,low,3,0.14,0.0,0,6,0.060352918,0.056568325,0.060724996,0.056709778
40bd5b02-b879-5f02-8ba6-1776564b4b04,hat,50,low,0,0.73,0.5,0,7,0.27053034,0.27300566,0.2696854,0.27618253
40bd5b02-b879-5f02-8ba6-1776564b4b04,hat,50,low,1,0.09,0.5,0,7,0.28038535,0.2808034,0.28051093,0.2792195
40bd5b02-b879-5f02-8ba6-1776564b4b04,hat,50,low,2,0.09,0.5,0,7,0.26973343,0.27053726,0.26889685,0.27716178
40bd5b02-b879-5f02-8ba6-1776564b4b04,hat,50,low,3,0.09,0.5,0,7,0.17935094,0.17565367,0.18090685,0.16743618
40bd5b02-b879-5f02-8ba6-1776564b4b04,home,75,high,0,0.14,0.75,1,8,0.20885213,0.20866585,0.20785153,0.20129082
40bd5b02-b879-5f02-8ba6-1776564b4b04,home,75,high,1,0.18,0.75,1,8,0.28022653,0.2790894,0.28011686,0.2783098
40bd5b02-b879-5f02-8ba6-1776564b4b04,home,75,high,2,0.36,0.75,1,8,0.29703793,0.29704437,0.29776597,0.28414953
40bd5b02-b879-5f02-8ba6-1776564b4b04,home,75,high,3,0.32,0.75,1,8,0.21388341,0.21520038,0.21426561,0.23624991
40bd5b02-b879-5f02-8ba6-1776564b4b04,locker-room,100,high,0,0.05,1.0,1,9,0.15050025,0.14987682,0.14917806,0.16268723
40bd5b02-b879-5f02-8ba6-1776564b4b04,locker-room,100,high,1,0.14,1.0,1,9,0.25297618,0.25283834,0.25286514,0.23927318
40bd5b02-b879-5f02-8ba6-1776564b4b04,locker-room,100,high,2,0.3,1.0,1,9,0.2734492,0.27345997,0.27367508,0.26507053
40bd5b02-b879-5f02-8ba6-1776564b4b04,locker-room,100,high,3,0.51,1.0,1,9,0.32307434,0.32382485,0.3242817,0.3329691
40bd5b02-b879-5f02-8ba6-1776564b4b04,navigation,50,high,0,0.17,0.5,1,10,0.22217017,0.21761796,0.21949232,0.20702717
40bd5b02-b879-5f02-8ba6-1776564b4b04,navigation,50,high,1,0.51,0.5,1,10,0.3076857,0.30631232,0.30786005,0.3019586
40bd5b02-b879-5f02-8ba6-1776564b4b04,navigation,50,high,2,0.23,0.5,1,10,0.24537948,0.24756083,0.24639724,0.25355232
40bd5b02-b879-5f02-8ba6-1776564b4b04,navigation,50,high,3,0.09,0.5,1,10,0.22476467,0.22850886,0.22625038,0.23746195
40bd5b02-b879-5f02-8ba6-1776564b4b04,payment,0,high,0,0.55,0.0,1,11,0.39002043,0.3661321,0.38735947,0.36812592
40bd5b02-b879-5f02-8ba6-1776564b4b04,payment,0,high,1,0.28,0.0,1,11,0.27164075,0.27560124,0.27254757,0.29038352
40bd5b02-b879-5f02-8ba6-1776564b4b04,payment,0,high,2,0.17,0.0,1,11,0.20766968,0.21548839,0.20846862,0.2054838
40bd5b02-b879-5f02-8ba6-1776564b4b04,payment,0,high,3,0.0,0.0,1,11,0.13066916,0.14277825,0.13162436,0.13600679
40bd5b02-b879-5f02-8ba6-1776564b4b04,sauna,50,high,0,0.26,0.5,1,12,0.192065,0.19379856,0.19020861,0.18416588
40bd5b02-b879-5f02-8ba6-1776564b4b04,sauna,50,high,1,0.09,0.5,1,12,0.28703785,0.28950238,0.28593948,0.26871032
40bd5b02-b879-5f02-8ba6-1776564b4b04,sauna,50,high,2,0.49,0.5,1,12,0.2948152,0.295271,0.29524416,0.29820666
40bd5b02-b879-5f02-8ba6-1776564b4b04,sauna,50,high,3,0.16,0.5,1,12,0.22608203,0.22142808,0.22860771,0.24891712
40bd5b02-b879-5f02-8ba6-1776564b4b04,sleeping-bag,75,low,0,0.07,0.75,0,13,0.33379236,0.33597782,0.33423024,0.33415103
40bd5b02-b879-5f02-8ba6-1776564b4b04,sleeping-bag,75,low,1,0.22,0.75,0,13,0.27386603,0.27415982,0.27395415,0.26373908
40bd5b02-b879-5f02-8ba6-1776564b4b04,sleeping-bag,75,low,2,0.31,0.75,0,13,0.23965806,0.23879492,0.23983365,0.23110674
40bd5b02-b879-5f02-8ba6-1776564b4b04,sleeping-bag,75,low,3,0.4,0.75,0,13,0.15268354,0.15106744,0.15198201,0.17100312
40bd5b02-b879-5f02-8ba6-1776564b4b04,sunscreen,75,high,0,0.08,0.75,1,14,0.17330302,0.17400533,0.17187437,0.15985796
40bd5b02-b879-5f02-8ba6-1776564b4b04,sunscreen,75,high,1,0.42,0.75,1,14,0.3209572,0.3223869,0.3214956,0.3358973
40bd5b02-b879-5f02-8ba6-1776564b4b04,sunscreen,75,high,2,0.34,0.75,1,14,0.2669565,0.26675647,0.26719815,0.25647986
40bd5b02-b879-5f02-8ba6-1776564b4b04,sunscreen,75,high,3,0.16,0.75,1,14,0.2387833,0.23685123,0.23943192,0.24776483
40bd5b02-b879-5f02-8ba6-1776564b4b04,towel,0,low,0,0.85,0.0,0,15,0.5305295,0.5399935,0.5301538,0.53909206
40bd5b02-b879-5f02-8ba6-1776564b4b04,towel,0,low,1,0.08,0.0,0,15,0.3105264,0.30918092,0.31068507,0.30558938
