experiment,variant,fold,held_out_scenario,alpha_observer,train_nll,test_nll,n_train,n_test,param_w_v,param_w_d,param_w_e,param_gamma
food_inv_joint_ie,full,12,social,4.751780033111572,1481.9140625,89.68643481496463,300,20,9.999999974752427e-07,1.4698765277862549,0.5703501105308533,0.26182064414024353
food_inv_joint_ie,full,13,soup,4.743086338043213,1470.1318359375,101.44162630305382,300,20,9.999999974752427e-07,1.491178274154663,0.5258479714393616,0.26508820056915283
food_inv_joint_ie,full,14,takeout,3.5775811672210693,1467.8961181640625,104.02378139156855,300,20,9.999999974752427e-07,1.9886499643325806,0.7840704321861267,0.29191362857818604
food_inv_joint_ie,full,15,wedding,4.542168617248535,1472.32568359375,99.46578006437565,300,20,9.999999974752427e-07,1.529360055923462,0.660905659198761,0.26210859417915344
food_inv_joint_ie,discomfort_only,0,apples,4.594075679779053,1482.3935546875,99.88352517757811,300,20,,1.5742559432983398,,0.268703818321228
food_inv_joint_ie,discomfort_only,1,basketball,4.532313823699951,1486.2696533203125,95.97306778191627,300,20,,1.5348738431930542,,0.2635992765426636
food_inv_joint_ie,discomfort_only,2,birthday,6.044734001159668,1485.916748046875,96.28204026315406,300,20,,1.2079193592071533,,0.2666197717189789
food_inv_joint_ie,discomfort_only,3,brunch,4.742579460144043,1477.3121337890625,104.93643265834429,300,20,,1.5199551582336426,,0.2765286862850189
food_inv_joint_ie,discomfort_only,4,cooking,6.621296405792236,1481.7008056640625,100.61055071031102,300,20,,1.1231950521469116,,0.27592557668685913
food_inv_joint_ie,discomfort_only,5,dip,6.316446781158447,1481.35791015625,100.86841325907399,300,20,,1.1525182723999023,,0.25440171360969543
food_inv_joint_ie,discomfort_only,6,drinks,5.082087993621826,1487.708251953125,94.46607539150612,300,20,,1.4040430784225464,,0.2616177797317505
food_inv_joint_ie,discomfort_only,7,driving,5.013354301452637,1480.2255859375,101.97532048687293,300,20,,1.4293055534362793,,0.257535845041275
food_inv_joint_ie,discomfort_only,8,fair,5.065394401550293,1486.549072265625,95.72419023145567,300,20,,1.3880736827850342,,0.2757069170475006
food_inv_joint_ie,discomfort_only,9,gala,4.269784927368164,1482.1947021484375,100.11908583571332,300,20,,1.6202924251556396,,0.2500684857368469
food_inv_joint_ie,discomfort_only,10,hike,5.61626672744751,1480.0628662109375,102.13451374904064,300,20,,1.294012427330017,,0.2602778673171997
food_inv_joint_ie,discomfort_only,11,oysters,4.771533489227295,1484.34033203125,98.01607090082175,300,20,,1.4564558267593384,,0.2413249909877777
food_inv_joint_ie,discomfort_only,12,social,5.533148765563965,1492.431884765625,89.78529643924067,300,20,,1.2739003896713257,,0.26004305481910706
food_inv_joint_ie,discomfort_only,13,soup,5.383227348327637,1479.720458984375,102.45290024237731,300,20,,1.3230007886886597,,0.26269590854644775
food_inv_joint_ie,discomfort_only,14,takeout,4.096863269805908,1478.927490234375,103.56895812323819,300,20,,1.7596452236175537,,0.29060572385787964
food_inv_joint_ie,discomfort_only,15,wedding,5.484321594238281,1484.000244140625,98.22583700302886,300,20,,1.282155156135559,,0.2598285675048828
food_inv_joint_ie,base,0,apples,0.22464805841445923,1579.146240234375,106.68800219380188,300,20,5.274792671203613,,12.73572826385498,
food_inv_joint_ie,base,1,basketball,0.20510651171207428,1580.8265380859375,104.93035445354849,300,20,3.2333261966705322,,12.1222562789917,
food_inv_joint_ie,base,2,birthday,0.18667840957641602,1580.6602783203125,105.02292799062579,300,20,4.69732141494751,,13.52699089050293,
food_inv_joint_ie,base,3,brunch,0.1921905279159546,1579.3779296875,106.30798256783164,300,20,4.73593807220459,,13.381144523620605,
food_inv_joint_ie,base,4,cooking,0.16369390487670898,1580.0595703125,105.58337451937855,300,20,5.664539337158203,,15.37987232208252,
food_inv_joint_ie,base,5,dip,0.26002177596092224,1580.9578857421875,104.89451606013323,300,20,3.2811598777770996,,9.533824920654297,
food_inv_joint_ie,base,6,drinks,0.17967486381530762,1580.843017578125,104.82375139834582,300,20,5.154453277587891,,14.159017562866211,
food_inv_joint_ie,base,7,driving,0.17687945067882538,1581.892578125,103.8762358576527,300,20,4.409483432769775,,13.199406623840332,
food_inv_joint_ie,base,8,fair,0.1807456612586975,1580.894287109375,104.81337882354505,300,20,4.545795440673828,,13.455666542053223,
food_inv_joint_ie,base,9,gala,0.16217246651649475,1581.5682373046875,104.14050864810632,300,20,6.0437517166137695,,14.981276512145996,
food_inv_joint_ie,base,10,hike,0.18164119124412537,1581.11083984375,104.55923394711006,300,20,4.554745197296143,,14.116483688354492,
food_inv_joint_ie,base,11,oysters,0.18391843140125275,1580.088134765625,105.58598988159439,300,20,4.835909843444824,,13.807835578918457,
food_inv_joint_ie,base,12,social,0.2008892446756363,1579.7117919921875,106.0105879556382,300,20,3.79914927482605,,12.915030479431152,
food_inv_joint_ie,base,13,soup,0.1762957125902176,1580.7628173828125,104.93761056537035,300,20,4.5448994636535645,,13.762772560119629,
food_inv_joint_ie,base,14,takeout,0.22520500421524048,1578.6197509765625,107.19891084044605,300,20,3.693488359451294,,12.274370193481445,
food_inv_joint_ie,base,15,wedding,0.2309989482164383,1578.0283203125,107.95282135518275,300,20,4.595388412475586,,12.954936027526855,
