subject_id,scenario_label,intimacy_condition,reward_condition,action_0,action_1,action_2,action_3
d8629031-af0e-5737-a3d8-e2aebb1ac553,driving,100,high,0.03,0.15,0.25,0.57
48573cdb-a89d-5897-b9b1-1f88678a14ed,hike,75,high,0.04,0.82,0.14,0
48573cdb-a89d-5897-b9b1-1f88678a14ed,social,100,high,0.11,0.32,0.29,0.28
48573cdb-a89d-5897-b9b1-1f88678a14ed,birthday,75,high,0,0.58,0.34,0.08
48573cdb-a89d-5897-b9b1-1f88678a14ed,basketball,0,high,0.16,0.84,0,0
48573cdb-a89d-5897-b9b1-1f88678a14ed,cooking,100,low,0.27,0.3,0.3,0.13
48573cdb-a89d-5897-b9b1-1f88678a14ed,wedding,0,low,1,0,0,0
48573cdb-a89d-5897-b9b1-1f88678a14ed,oysters,100,high,0,0.23,0.13,0.64
48573cdb-a89d-5897-b9b1-1f88678a14ed,dip,50,high,0,0.84,0.16,0
48573cdb-a89d-5897-b9b1-1f88678a14ed,gala,0,low,1,0,0,0
48573cdb-a89d-5897-b9b1-1f88678a14ed,apples,50,low,0.44,0.28,0.28,0
48573cdb-a89d-5897-b9b1-1f88678a14ed,drinks,50,low,0.61,0.25,0.14,0
48573cdb-a89d-5897-b9b1-1f88678a14ed,soup,50,high,0.4,0.27,0.06,0.27
48573cdb-a89d-5897-b9b1-1f88678a14ed,fair,75,low,0.17,0.42,0.41,0
48573cdb-a89d-5897-b9b1-1f88678a14ed,driving,0,high,0.1,0.9,0,0
48573cdb-a89d-5897-b9b1-1f88678a14ed,brunch,100,low,0.48,0.06,0.23,0.23
48573cdb-a89d-5897-b9b1-1f88678a14ed,takeout,75,low,0.71,0.25,0.04,0
bfb4c5ad-6ac1-5b61-8a14-e0ae4b9ae759,dip,100,high,0,0.46,0.25,0.29
bfb4c5ad-6ac1-5b61-8a14-e0ae4b9ae759,drinks,75,low,0.68,0,0.07,0.25
bfb4c5ad-6ac1-5b61-8a14-e0ae4b9ae759,wedding,0,low,0.89,0,0.01,0.1
bfb4c5ad-6ac1-5b61-8a14-e0ae4b9ae759,birthday,50,high,0.12,0.46,0.28,0.14
bfb4c5ad-6ac1-5b61-8a14-e0ae4b9ae759,hike,50,high,0.03,0.37,0.26,0.34
bfb4c5ad-6ac1-5b61-8a14-e0ae4b9ae759,fair,75,high,0,0.4,0.36,0.24
bfb4c5ad-6ac1-5b61-8a14-e0ae4b9ae759,soup,100,low,0.25,0,0.08,0.67
bfb4c5ad-6ac1-5b61-8a14-e0ae4b9ae759,brunch,50,low,0.48,0.25,0.06,0.21
bfb4c5ad-6ac1-5b61-8a14-e0ae4b9ae759,takeout,50,low,0,0.8,0.11,0.09
bfb4c5ad-6ac1-5b61-8a14-e0ae4b9ae759,apples,0,low,0.73,0,0.27,0
bfb4c5ad-6ac1-5b61-8a14-e0ae4b9ae759,gala,0,high,0,0.65,0.35,0
bfb4c5ad-6ac1-5b61-8a14-e0ae4b9ae759,basketball,100,low,0,0,0,1
bfb4c5ad-6ac1-5b61-8a14-e0ae4b9ae759,cooking,75,low,1,0,0,0
bfb4c5ad-6ac1-5b61-8a14-e0ae4b9ae759,social,0,high,0,0,0.7,0.3
bfb4c5ad-6ac1-5b61-8a14-e0ae4b9ae759,oysters,100,high,0,0.16,0.38,0.46
bfb4c5ad-6ac1-5b61-8a14-e0ae4b9ae759,driving,75,high,0.31,0.26,0.15,0.28
6ac9c4d3-96c5-5406-87b8-ab30010cc630,brunch,50,low,0.35,0.25,0.25,0.15
6ac9c4d3-96c5-5406-87b8-ab30010cc630,apples,0,high,0.6,0.25,0.1,0.05
6ac9c4d3-96c5-5406-87b8-ab30010cc630,drinks,75,high,0.1,0.3,0.2,0.4
6ac9c4d3-96c5-5406-87b8-ab30010cc630,birthday,0,low,0.6,0.3,0.05,0.05
6ac9c4d3-96c5-5406-87b8-ab30010cc630,cooking,100,high,0.05,0.3,0.4,0.25
6ac9c4d3-96c5-5406-87b8-ab30010cc630,soup,75,high,0.15,0.3,0.35,0.2
6ac9c4d3-96c5-5406-87b8-ab30010cc630,social,0,low,0.7,0.2,0.05,0.05
6ac9c4d3-96c5-5406-87b8-ab30010cc630,hike,50,high,0.15,0.35,0.25,0.25
6ac9c4d3-96c5-5406-87b8-ab30010cc630,fair,100,low,0.05,0.1,0.25,0.6
6ac9c4d3-96c5-5406-87b8-ab30010cc630,basketball,75,low,0.1,0.4,0.3,0.2
6ac9c4d3-96c5-5406-87b8-ab30010cc630,driving,50,high,0.1,0.45,0.25,0.2
6ac9c4d3-96c5-5406-87b8-ab30010cc630,wedding,75,low,0.1,0.4,0.3,0.2
6ac9c4d3-96c5-5406-87b8-ab30010cc630,gala,100,high,0.05,0.3,0.25,0.4
6ac9c4d3-96c5-5406-87b8-ab30010cc630,takeout,100,low,0.05,0.3,0.25,0.4
6ac9c4d3-96c5-5406-87b8-ab30010cc630,oysters,50,low,0.35,0.25,0.25,0.15
6ac9c4d3-96c5-5406-87b8-ab30010cc630,dip,0,high,0.7,0.2,0.05,0.05
5354598f-d660-5ad6-9453-0f7339055703,gala,0,low,0.78,0.09,0.07,0.06
5354598f-d660-5ad6-9453-0f7339055703,takeout,0,high,0.86,0.05,0.04,0.05
5354598f-d660-5ad6-9453-0f7339055703,drinks,50,high,0.03,0.08,0.04,0.85
5354598f-d660-5ad6-9453-0f7339055703,dip,100,low,0.92,0.06,0.01,0.01
5354598f-d660-5ad6-9453-0f7339055703,brunch,50,low,0.55,0.25,0.19,0.01
5354598f-d660-5ad6-9453-0f7339055703,cooking,75,low,0.74,0.2,0.04,0.02
5354598f-d660-5ad6-9453-0f7339055703,fair,75,low,0.37,0.52,0.08,0.03
5354598f-d660-5ad6-9453-0f7339055703,basketball,100,low,0.36,0.26,0.14,0.24
5354598f-d660-5ad6-9453-0f7339055703,soup,75,high,0.58,0.07,0.14,0.21
5354598f-d660-5ad6-9453-0f7339055703,hike,50,high,0.82,0.15,0.02,0.01
5354598f-d660-5ad6-9453-0f7339055703,birthday,50,low,0.48,0.41,0.09,0.02
5354598f-d660-5ad6-9453-0f7339055703,wedding,100,high,0.14,0.3,0.3,0.26
5354598f-d660-5ad6-9453-0f7339055703,oysters,100,high,0.52,0.16,0.28,0.04
5354598f-d660-5ad6-9453-0f7339055703,driving,75,high,0.48,0.29,0.02,0.21
5354598f-d660-5ad6-9453-0f7339055703,apples,0,low,0.94,0.02,0.02,0.02
5354598f-d660-5ad6-9453-0f7339055703,social,0,high,0.15,0.76,0.03,0.06
8cb6fbb0-91b3-5543-9be1-ebe557fc9d23,hike,50,high,0.51,0,0.49,0
8cb6fbb0-91b3-5543-9be1-ebe557fc9d23,gala,100,low,1,0,0,0
8cb6fbb0-91b3-5543-9be1-ebe557fc9d23,apples,0,high,0.4,0.35,0.2,0.05
8cb6fbb0-91b3-5543-9be1-ebe557fc9d23,birthday,75,low,0.35,0.39,0.21,0.05
8cb6fbb0-91b3-5543-9be1-ebe557fc9d23,fair,50,low,0.4,0.29,0.2,0.11
8cb6fbb0-91b3-5543-9be1-ebe557fc9d23,basketball,100,high,0.15,0.55,0.25,0.05
8cb6fbb0-91b3-5543-9be1-ebe557fc9d23,soup,0,high,0.5,0.3,0.13,0.07
8cb6fbb0-91b3-5543-9be1-ebe557fc9d23,drinks,0,low,0.72,0.13,0.1,0.05
8cb6fbb0-91b3-5543-9be1-ebe557fc9d23,social,75,high,0.61,0.23,0.11,0.05
8cb6fbb0-91b3-5543-9be1-ebe557fc9d23,driving,0,low,0.57,0.29,0.08,0.06
8cb6fbb0-91b3-5543-9be1-ebe557fc9d23,brunch,75,high,0.2,0.4,0.2,0.2
8cb6fbb0-91b3-5543-9be1-ebe557fc9d23,oysters,100,low,0.4,0.3,0.19,0.11
8cb6fbb0-91b3-5543-9be1-ebe557fc9d23,cooking,75,low,0.46,0.28,0.16,0.1
8cb6fbb0-91b3-5543-9be1-ebe557fc9d23,wedding,100,high,0.28,0.31,0.3,0.11
8cb6fbb0-91b3-5543-9be1-ebe557fc9d23,dip,50,low,0.38,0.35,0.21,0.06
8cb6fbb0-91b3-5543-9be1-ebe557fc9d23,takeout,50,high,0.4,0.34,0.21,0.05
4383069a-da25-52bc-a7dd-0f3963306585,birthday,100,high,0,0.27,0.41,0.32
4383069a-da25-52bc-a7dd-0f3963306585,apples,75,low,0.49,0.17,0.17,0.17
4383069a-da25-52bc-a7dd-0f3963306585,brunch,100,low,0.25,0.2,0.18,0.37
4383069a-da25-52bc-a7dd-0f3963306585,wedding,75,low,0.39,0.05,0.21,0.35
4383069a-da25-52bc-a7dd-0f3963306585,drinks,0,low,0.44,0.41,0.15,0
4383069a-da25-52bc-a7dd-0f3963306585,soup,50,low,0.9,0.1,0,0
4383069a-da25-52bc-a7dd-0f3963306585,takeout,100,low,0.51,0,0.49,0
4383069a-da25-52bc-a7dd-0f3963306585,hike,100,high,0.46,0.28,0.26,0
4383069a-da25-52bc-a7dd-0f3963306585,oysters,50,high,0.13,0.87,0,0
4383069a-da25-52bc-a7dd-0f3963306585,dip,50,high,0,0.74,0.26,0
4383069a-da25-52bc-a7dd-0f3963306585,cooking,0,low,0.5,0.25,0.25,0
4383069a-da25-52bc-a7dd-0f3963306585,gala,75,high,0.1,0.3,0.3,0.3
4383069a-da25-52bc-a7dd-0f3963306585,basketball,50,low,0.51,0.49,0,0
4383069a-da25-52bc-a7dd-0f3963306585,social,75,high,0,0.33,0.33,0.34
4383069a-da25-52bc-a7dd-0f3963306585,driving,0,high,0.51,0.49,0,0
4383069a-da25-52bc-a7dd-0f3963306585,fair,0,high,0,1,0,0
35a3a09c-323c-5694-8c5c-288703f769ce,gala,50,high,0.04,0.04,0.39,0.53
35a3a09c-323c-5694-8c5c-288703f769ce,wedding,50,high,0,0.03,0.61,0.36
35a3a09c-323c-5694-8c5c-288703f769ce,basketball,75,low,0.55,0.03,0.24,0.18
35a3a09c-323c-5694-8c5c-288703f769ce,drinks,75,high,0.03,0.05,0.21,0.71
35a3a09c-323c-5694-8c5c-288703f769ce,oysters,50,low,0.2,0.26,0.27,0.27
35a3a09c-323c-5694-8c5c-288703f769ce,fair,100,high,0,0.06,0.42,0.52
35a3a09c-323c-5694-8c5c-288703f769ce,cooking,0,high,0,0.51,0.49,0
35a3a09c-323c-5694-8c5c-288703f769ce,soup,100,low,0,0,0,1
35a3a09c-323c-5694-8c5c-288703f769ce,birthday,0,low,0,0.34,0.33,0.33
35a3a09c-323c-5694-8c5c-288703f769ce,driving,75,low,0.2,0.26,0.27,0.27
35a3a09c-323c-5694-8c5c-288703f769ce,brunch,0,high,0,0.05,0.47,0.48
35a3a09c-323c-5694-8c5c-288703f769ce,apples,75,high,0,0.05,0.54,0.41
35a3a09c-323c-5694-8c5c-288703f769ce,dip,100,low,0.76,0.11,0,0.13
35a3a09c-323c-5694-8c5c-288703f769ce,hike,0,low,0.93,0.07,0,0
35a3a09c-323c-5694-8c5c-288703f769ce,takeout,100,high,0,0.31,0.69,0
35a3a09c-323c-5694-8c5c-288703f769ce,social,50,low,1,0,0,0
b4c52930-b149-5a1c-bff2-ec7a1c784b5f,hike,75,low,0.1,0.43,0.26,0.21
b4c52930-b149-5a1c-bff2-ec7a1c784b5f,cooking,0,low,0.46,0.33,0.16,0.05
b4c52930-b149-5a1c-bff2-ec7a1c784b5f,drinks,100,low,0.07,0.15,0.28,0.5
b4c52930-b149-5a1c-bff2-ec7a1c784b5f,basketball,75,high,0.08,0.5,0.31,0.11
b4c52930-b149-5a1c-bff2-ec7a1c784b5f,gala,0,low,0.69,0.21,0.08,0.02
b4c52930-b149-5a1c-bff2-ec7a1c784b5f,soup,100,low,0.12,0.26,0.28,0.34
b4c52930-b149-5a1c-bff2-ec7a1c784b5f,wedding,75,high,0.13,0.49,0.23,0.15
b4c52930-b149-5a1c-bff2-ec7a1c784b5f,birthday,0,high,0.67,0.28,0.04,0.01
b4c52930-b149-5a1c-bff2-ec7a1c784b5f,dip,50,low,0.4,0.33,0.21,0.06
b4c52930-b149-5a1c-bff2-ec7a1c784b5f,driving,75,low,0.17,0.48,0.24,0.11
b4c52930-b149-5a1c-bff2-ec7a1c784b5f,social,0,high,0.66,0.19,0.11,0.04
b4c52930-b149-5a1c-bff2-ec7a1c784b5f,brunch,50,high,0.1,0.45,0.34,0.11
b4c52930-b149-5a1c-bff2-ec7a1c784b5f,takeout,100,high,0.05,0.34,0.51,0.1
b4c52930-b149-5a1c-bff2-ec7a1c784b5f,apples,50,low,0.41,0.32,0.21,0.06
b4c52930-b149-5a1c-bff2-ec7a1c784b5f,oysters,50,high,0.38,0.3,0.19,0.13
b4c52930-b149-5a1c-bff2-ec7a1c784b5f,fair,100,high,0.06,0.17,0.35,0.42
f6ab2867-8cf9-5b1b-b1c8-16b18da4f921,social,0,low,0.87,0.1,0.03,0
f6ab2867-8cf9-5b1b-b1c8-16b18da4f921,takeout,75,high,0.2,0.46,0.28,0.06
f6ab2867-8cf9-5b1b-b1c8-16b18da4f921,fair,75,high,0.37,0.36,0.15,0.12
f6ab2867-8cf9-5b1b-b1c8-16b18da4f921,soup,75,low,0.25,0.32,0.25,0.18
f6ab2867-8cf9-5b1b-b1c8-16b18da4f921,driving,50,low,0.63,0.25,0.09,0.03
f6ab2867-8cf9-5b1b-b1c8-16b18da4f921,gala,0,high,0.85,0.15,0,0
f6ab2867-8cf9-5b1b-b1c8-16b18da4f921,wedding,0,high,0.56,0.32,0.12,0
f6ab2867-8cf9-5b1b-b1c8-16b18da4f921,hike,100,low,0.09,0.14,0.22,0.55
f6ab2867-8cf9-5b1b-b1c8-16b18da4f921,brunch,100,high,0.06,0.11,0.26,0.57
f6ab2867-8cf9-5b1b-b1c8-16b18da4f921,dip,75,low,0.13,0.16,0.41,0.3
f6ab2867-8cf9-5b1b-b1c8-16b18da4f921,birthday,100,low,0.27,0.24,0.2,0.29
f6ab2867-8cf9-5b1b-b1c8-16b18da4f921,basketball,50,low,0.68,0.16,0.1,0.06
f6ab2867-8cf9-5b1b-b1c8-16b18da4f921,cooking,100,high,0.03,0.19,0.36,0.42
f6ab2867-8cf9-5b1b-b1c8-16b18da4f921,apples,50,high,0.36,0.34,0.26,0.04
f6ab2867-8cf9-5b1b-b1c8-16b18da4f921,oysters,0,low,0.85,0.11,0.04,0
f6ab2867-8cf9-5b1b-b1c8-16b18da4f921,drinks,50,high,0.06,0.62,0.28,0.04
